,Unnamed: 0,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path,Market_cap
954,954,CTAS,Industrials,2021-09-29,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/29/cintas-corporation-ctas-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/CTAS/2022/Q1/,39157002240.0
955,955,FDS,Financials,2021-09-28,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/28/factset-research-systems-inc-fds-q4-2021-earnings/,/Users/gyf/Desktop/earning call analysis/FDS/2021/Q4/,14077568000.0
956,956,CCL,Consumer Discretionary,2021-09-24,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/24/carnival-corporation-ccl-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/CCL/2021/Q3/,16561809408.0
957,957,COST,Consumer Staples,2021-09-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/24/costco-wholesale-cost-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/COST/2021/Q4/,219187560448.0
958,958,NKE,Consumer Discretionary,2021-09-23,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/23/nike-inc-nke-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NKE/2022/Q1/,177206493184.0
959,959,DRI,Consumer Discretionary,2021-09-23,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/23/darden-restaurants-inc-dri-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/DRI/2022/Q1/,15763883008.0
960,960,ACN,Information Technology,2021-09-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/23/accenture-plc-acn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ACN/2021/Q4/,181405745152.0
961,961,DFS,Financials,2021-09-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/23/dfs-furniture-plc-dfs-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/DFS/2021/Q4/,28939395072.0
962,962,GIS,Consumer Staples,2021-09-22,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/22/general-mills-inc-gis-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/GIS/2022/Q1/,44311584768.0
963,963,LEN,Consumer Discretionary,2021-09-22,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/22/lennar-len-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LEN/2021/Q3/,22842793984.0
964,964,FDX,Industrials,2021-09-21,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/21/fedex-corporation-fdx-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/FDX/2022/Q1/,55569297408.0
965,965,ADBE,Information Technology,2021-09-21,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/21/adobe-inc-adbe-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ADBE/2021/Q3/,191680774144.0
966,966,AZO,Consumer Discretionary,2021-09-21,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/21/autozone-inc-azo-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AZO/2021/Q4/,41753501696.0
967,967,ZS,Information Technology,2021-09-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/17/zscaler-inc-zs-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZS/2021/Q4/,19622686720.0
968,968,KR,Consumer Staples,2021-09-17,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/09/17/kroger-kr-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KR/2021/Q2/,39115620352.0
969,969,ORCL,Information Technology,2021-09-17,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/17/oracle-orcl-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ORCL/2022/Q1/,186157056000.0
970,970,CPRT,Industrials,2021-09-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/09/copart-inc-cprt-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CPRT/2021/Q4/,26140489728.0
971,971,LULU,Consumer Discretionary,2021-09-09,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/09/09/lululemon-athletica-lulu-q2-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/LULU/2021/Q2/,38936977408.0
972,972,OKTA,Information Technology,2021-09-08,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/09/08/okta-inc-okta-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OKTA/2022/Q2/,14095794176.0
973,973,HPE,Information Technology,2021-09-03,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/03/hewlett-packard-enterprise-co-hpe-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/HPE/2021/Q3/,20763236352.0
974,974,COO,Health Care,2021-09-03,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/03/the-cooper-companies-coo-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/COO/2021/Q3/,16166488064.0
975,975,DOCU,Information Technology,2021-09-03,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/09/03/docusign-docu-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DOCU/2022/Q2/,14890774528.0
976,976,AVGO,Information Technology,2021-09-03,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/03/broadcom-ltd-avgo-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AVGO/2021/Q3/,237893074944.0
977,977,HRL,Consumer Staples,2021-09-02,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/09/02/hormel-foods-corporation-hrl-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/HRL/2021/Q3/,29086543872.0
978,978,BF.B,Consumer Staples,2021-09-01,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/09/01/brown-forman-corporation-bfb-q1-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/BF.B/2022/Q1/,
979,979,CPB,Consumer Staples,2021-09-01,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/09/01/campbell-soup-company-cpb-q4-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CPB/2021/Q4/,15286046720.0
980,980,CRWD,Information Technology,2021-09-01,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/09/01/crowdstrike-holdings-inc-crwd-q2-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CRWD/2022/Q2/,33572937728.0
981,981,NTES,Communication Services,2021-08-31,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/31/netease-ntes-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NTES/2021/Q2/,63998971904.0
982,982,NDSN,Industrials,2021-08-31,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/31/nordson-corporation-ndsn-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/NDSN/2021/Q3/,12256646144.0
983,983,ZM,Information Technology,2021-08-31,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/31/zoom-video-communications-zm-q2-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q2/,26497716224.0
984,984,CTLT,Health Care,2021-08-30,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/30/catalent-inc-ctlt-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CTLT/2021/Q4/,16719931392.0
985,985,MRVL,Information Technology,2021-08-27,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/27/marvell-technology-group-mrvl-q2-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MRVL/2022/Q2/,46603075584.0
986,986,HPQ,Information Technology,2021-08-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/26/hp-inc-hpq-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HPQ/2021/Q3/,40612827136.0
987,987,WDAY,Information Technology,2021-08-26,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/workday-inc-wday-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WDAY/2022/Q2/,44014997504.0
988,988,SJM,Consumer Staples,2021-08-26,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/08/26/jm-smucker-sjm-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SJM/2022/Q1/,15648320512.0
989,989,DG,Consumer Discretionary,2021-08-26,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/dollar-general-corporation-dg-q2-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/DG/2021/Q2/,53574582272.0
990,990,DLTR,Consumer Discretionary,2021-08-26,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/dollar-tree-inc-dltr-q2-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/DLTR/2021/Q2/,36344008704.0
991,991,ADSK,Information Technology,2021-08-26,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/autodesk-adsk-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ADSK/2022/Q2/,41891352576.0
992,992,CRM,Information Technology,2021-08-26,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/salesforcecom-crm-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CRM/2022/Q2/,163121659904.0
993,993,ULTA,Consumer Discretionary,2021-08-26,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/26/ulta-beauty-ulta-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ULTA/2021/Q2/,20533606400.0
994,994,SPLK,Information Technology,2021-08-25,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/25/splunk-splk-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SPLK/2022/Q2/,15506279424.0
995,995,INTU,Information Technology,2021-08-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/24/intuit-inc-intu-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/INTU/2021/Q4/,101824020480.0
996,996,MDT,Health Care,2021-08-24,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/08/24/medtronic-plc-mdt-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MDT/2022/Q1/,139578769408.0
997,997,PDD,Consumer Discretionary,2021-08-24,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/24/pinduoduo-inc-pdd-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PDD/2021/Q2/,47424491520.0
998,998,BBY,Consumer Discretionary,2021-08-24,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/24/best-buy-bby-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BBY/2022/Q2/,20392353792.0
999,999,AAP,Consumer Discretionary,2021-08-24,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/24/advance-auto-parts-inc-aap-q2-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/AAP/2021/Q2/,13324683264.0
1000,1000,PANW,Information Technology,2021-08-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/24/palo-alto-networks-panw-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/PANW/2021/Q4/,46193635328.0
1001,1001,JD,Consumer Discretionary,2021-08-23,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/23/jdcom-jd-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/JD/2021/Q2/,85173420032.0
1002,1002,EL,Consumer Staples,2021-08-20,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/20/the-estee-lauder-companies-el-q4-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/EL/2021/Q4/,84724326400.0
1003,1003,AMAT,Information Technology,2021-08-20,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/20/applied-materials-amat-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/AMAT/2021/Q3/,98162925568.0
1004,1004,ROST,Consumer Discretionary,2021-08-19,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/19/ross-stores-inc-rost-q2-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ROST/2021/Q2/,32439224320.0
1005,1005,TPR,Consumer Discretionary,2021-08-19,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/19/tapestry-inc-tpr-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TPR/2021/Q4/,8812830720.0
1006,1006,CSCO,Information Technology,2021-08-19,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/19/cisco-systems-csco-q4-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/CSCO/2021/Q4/,203554340864.0
1007,1007,SNPS,Information Technology,2021-08-19,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/19/synopsys-inc-snps-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SNPS/2021/Q3/,41907793920.0
1008,1008,KEYS,Information Technology,2021-08-19,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/19/keysight-technologies-keys-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/KEYS/2021/Q3/,24599379968.0
1009,1009,TGT,Consumer Discretionary,2021-08-19,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/19/target-tgt-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TGT/2021/Q2/,101660524544.0
1010,1010,NVDA,Information Technology,2021-08-18,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/18/nvidia-corporation-nvda-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/NVDA/2022/Q2/,430218870784.0
1011,1011,LOW,Consumer Discretionary,2021-08-18,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/18/lowes-low-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LOW/2021/Q2/,131198754816.0
1012,1012,JKHY,Information Technology,2021-08-18,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/18/jack-henry-associates-jkhy-q4-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/JKHY/2021/Q4/,13110439936.0
1013,1013,ADI,Information Technology,2021-08-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/18/analog-devices-inc-adi-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/ADI/2021/Q3/,82708111360.0
1014,1014,A,Health Care,2021-08-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/18/agilent-technologies-inc-a-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/A/2021/Q3/,36330721280.0
1015,1015,AMCR,Materials,2021-08-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/17/amcor-plc-amcr-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AMCR/2021/Q4/,19839219712.0
1016,1016,HD,Consumer Discretionary,2021-08-17,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/17/home-depot-hd-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HD/2021/Q2/,309084585984.0
1017,1017,WMT,Consumer Staples,2021-08-17,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/17/wal-mart-inc-wmt-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WMT/2022/Q2/,411116797952.0
1018,1018,ABNB,Consumer Discretionary,2021-08-13,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/13/airbnb-inc-abnb-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABNB/2021/Q2/,72713920512.0
1019,1019,DIS,Communication Services,2021-08-12,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/12/walt-disney-dis-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DIS/2021/Q3/,191181488128.0
1020,1020,BR,Information Technology,2021-08-12,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/12/broadridge-financial-solutions-inc-br-q4-2021-earn/,/Users/gyf/Desktop/earning call analysis/BR/2021/Q4/,16199680000.0
1021,1021,BIDU,Communication Services,2021-08-12,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/12/baidu-inc-bidu-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BIDU/2021/Q2/,41594474496.0
1022,1022,EBAY,Consumer Discretionary,2021-08-11,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/11/ebay-inc-ebay-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EBAY/2021/Q2/,25243275264.0
1023,1023,TDG,Industrials,2021-08-10,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/10/transdigm-group-tdg-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TDG/2021/Q3/,29815963648.0
1024,1024,SYY,Consumer Staples,2021-08-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/10/sysco-corporation-syy-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/SYY/2021/Q4/,43071102976.0
1025,1025,CF,Materials,2021-08-10,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/10/cf-industries-holdings-inc-cf-q2-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CF/2021/Q2/,22322499584.0
1026,1026,DISH,Communication Services,2021-08-09,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/09/dish-network-corporation-dish-q2-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/DISH/2021/Q2/,10859597824.0
1027,1027,VTRS,Health Care,2021-08-09,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/09/viatris-inc-vtrs-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VTRS/2021/Q2/,13472604160.0
1028,1028,TSN,Consumer Staples,2021-08-09,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/09/tyson-foods-inc-tsn-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TSN/2021/Q3/,32964122624.0
1029,1029,D,Utilities,2021-08-07,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/07/dominion-energy-inc-d-q2-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/D/2021/Q2/,67781197824.0
1030,1030,LNT,Utilities,2021-08-07,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/07/alliant-energy-lnt-q2-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/LNT/2021/Q2/,14736247808.0
1031,1031,VTR,Real Estate,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/ventas-inc-vtr-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VTR/2021/Q2/,22182209536.0
1032,1032,AIG,Financials,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/american-international-group-aig-q2-2021-earnings/,/Users/gyf/Desktop/earning call analysis/AIG/2021/Q2/,48688672768.0
1033,1033,REG,Real Estate,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/regency-centers-corporation-reg-q2-2021-earnings-c/,/Users/gyf/Desktop/earning call analysis/REG/2021/Q2/,11644195840.0
1034,1034,EXC,Utilities,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/exelon-corporation-exc-q2-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/EXC/2021/Q2/,45853765632.0
1035,1035,FOXA,Communication Services,2021-08-06,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/06/fox-corp-foxa-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FOXA/2021/Q4/,18561302528.0
1036,1036,AEE,Utilities,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/ameren-corp-aee-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AEE/2021/Q2/,23952205824.0
1037,1037,BWA,Consumer Discretionary,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/borgwarner-inc-bwa-q2-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/BWA/2021/Q2/,8979424256.0
1038,1038,IFF,Materials,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/international-flavors-fragrances-inc-iff-q2-2021-e/,/Users/gyf/Desktop/earning call analysis/IFF/2021/Q2/,32571834368.0
1039,1039,CTVA,Materials,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/corteva-inc-ctva-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CTVA/2021/Q2/,40917995520.0
1040,1040,NCLH,Consumer Discretionary,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/norwegian-cruise-line-holdings-ltd-nclh-q2-2021-ea/,/Users/gyf/Desktop/earning call analysis/NCLH/2021/Q2/,6743334912.0
1041,1041,EXPE,Consumer Discretionary,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/expedia-expe-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EXPE/2021/Q2/,19456587776.0
1042,1042,APA,Energy,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/apache-apa-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APA/2021/Q2/,14344419328.0
1043,1043,PPL,Utilities,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/ppl-ppl-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PPL/2021/Q2/,21755750400.0
1044,1044,RMD,Health Care,2021-08-06,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/06/resmed-rmd-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/RMD/2021/Q4/,28694317056.0
1045,1045,MRO,Energy,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/marathon-oil-mro-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRO/2021/Q2/,21783465984.0
1046,1046,CVS,Health Care,2021-08-06,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/06/cvs-health-cvs-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVS/2021/Q2/,130091917312.0
1047,1047,DDOG,Information Technology,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/datadog-inc-ddog-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DDOG/2021/Q2/,30324836352.0
1048,1048,EPAM,Information Technology,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/epam-systems-epam-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EPAM/2021/Q2/,17628450816.0
1049,1049,MSI,Information Technology,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/motorola-solutions-inc-msi-q2-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/MSI/2021/Q2/,35383918592.0
1050,1050,ILMN,Health Care,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/illumina-inc-ilmn-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ILMN/2021/Q2/,36533563392.0
1051,1051,WRK,Materials,2021-08-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/08/05/westrock-wrk-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WRK/2021/Q3/,12183605248.0
1052,1052,EOG,Energy,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/eog-resources-eog-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EOG/2021/Q2/,73931972608.0
1053,1053,MNST,Consumer Staples,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/monster-beverage-corporation-mnst-q2-2021-earnings/,/Users/gyf/Desktop/earning call analysis/MNST/2021/Q2/,47198982144.0
1054,1054,NWSA,Communication Services,2021-08-05,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/05/news-corp-nwsa-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NWSA/2021/Q4/,10348068864.0
1055,1055,IRM,Real Estate,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/iron-mountain-irm-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IRM/2021/Q2/,15408501760.0
1056,1056,DUK,Utilities,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/duke-energy-corporation-duk-q2-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/DUK/2021/Q2/,84712095744.0
1057,1057,SRE,Utilities,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/sempra-energy-sre-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SRE/2021/Q2/,50763399168.0
1058,1058,PH,Industrials,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/parker-hannifin-corporation-ph-q2-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/PH/2021/Q2/,34107879424.0
1059,1059,TECH,Health Care,2021-08-05,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/08/05/bio-techne-corporation-tech-q4-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/TECH/2021/Q4/,14230006784.0
1060,1060,K,Consumer Staples,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/kellogg-company-k-q2-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/K/2021/Q2/,24956561408.0
1061,1061,ALL,Financials,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/the-allstate-corporation-all-q2-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/ALL/2021/Q2/,36479520768.0
1062,1062,PWR,Industrials,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/quanta-services-inc-pwr-q2-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/PWR/2021/Q2/,15986964480.0
1063,1063,REGN,Health Care,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/regeneron-pharmaceuticals-inc-regn-q2-2021-earning/,/Users/gyf/Desktop/earning call analysis/REGN/2021/Q2/,70441738240.0
1064,1064,XRAY,Health Care,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/dentsply-sirona-inc-xray-q2-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/XRAY/2021/Q2/,8363904000.0
1065,1065,CI,Health Care,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/cigna-corporation-ci-q2-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/CI/2021/Q2/,88322244608.0
1066,1066,PNW,Utilities,2021-08-05,2021,Q2,https://www.fool.com/earnings/call-transcripts/2021/08/05/pinnacle-west-capital-corporation-pnw-q2-2021-earn/,/Users/gyf/Desktop/earning call analysis/PNW/2021/Q2/,8318145024.0
